Kernel name,start,end,duration
1059,1251045511,1251050567,5056
1088,1251052327,1251064039,11712
1044,1251065704,1251139592,73888
1020,1251141544,1252213428,1071884
1045,1252214900,1252334037,119137
1020,1252335477,1259273343,6937866
1046,1259275008,1259593091,318083
1026,1259594627,1263194729,3600102
1045,1263196298,1263314827,118529
1020,1263316331,1264920284,1603953
1059,1264922012,1264927964,5952
1061,1264929308,1265087326,158018
1023,1265088798,1265988040,899242
1059,1265989735,1265994696,4961
1088,1265996040,1266007848,11808
1044,1266009384,1266083497,74113
1020,1266085417,1267156820,1071403
1045,1267158356,1267275957,117601
1020,1267277429,1274215616,6938187
1046,1274216992,1274533411,316419
1026,1274534787,1278134794,3600007
1045,1278136138,1278254731,118593
1020,1278256203,1279859900,1603697
1059,1279861372,1279867292,5920
1061,1279868700,1280026974,158274
1023,1280028638,1280938344,909706
1059,1280939848,1280944840,4992
1088,1280946216,1280957864,11648
1044,1280959208,1281033417,74209
1020,1281035369,1282106740,1071371
1045,1282108020,1282225941,117921
1020,1282227414,1289165152,6937738
1046,1289166752,1289484611,317859
1026,1289486115,1293085642,3599527
1045,1293086986,1293204651,117665
1020,1293206155,1294810077,1603922
1059,1294811453,1294817565,6112
1061,1294819165,1294977054,157889
1023,1294978718,1295871720,893002
1059,1295873480,1295878632,5152
1088,1295880104,1295891880,11776
1044,1295893576,1295969225,75649
1020,1295971145,1297043028,1071883
1045,1297044532,1297162934,118402
1020,1297164438,1304102176,6937738
1046,1304103904,1304422372,318468
1026,1304424004,1308024554,3600550
1045,1308025962,1308143564,117602
1020,1308144907,1309749341,1604434
1059,1309751101,1309757117,6016
1061,1309758845,1309917246,158401
1023,1309918591,1310816616,898025
1059,1310818216,1310823176,4960
1088,1310824520,1310836168,11648
1044,1310837672,1310912329,74657
1020,1310914377,1311986165,1071788
1045,1311987477,1312105302,117825
1020,1312106678,1319043776,6937098
1046,1319045472,1319362852,317380
1026,1319364292,1322963883,3599591
1045,1322965578,1323083116,117538
1020,1323084492,1324687869,1603377
1059,1324689245,1324695389,6144
1061,1324697021,1324855519,158498
1023,1324856895,1325749256,892361
1059,1325750792,1325755848,5056
1088,1325757544,1325769160,11616
1044,1325770505,1325843593,73088
1020,1325845481,1326917557,1072076
1045,1326919221,1327036630,117409
1020,1327038230,1333975841,6937611
1046,1333977281,1334294436,317155
1026,1334295876,1337895659,3599783
1045,1337897162,1338015468,118306
1020,1338016972,1339620317,1603345
1059,1339622045,1339628125,6080
1061,1339629725,1339787711,157986
1023,1339789119,1340688713,899594
1059,1340690281,1340695401,5120
1088,1340696969,1340708649,11680
1044,1340710313,1340783465,73152
1020,1340785130,1341857749,1072619
1045,1341859189,1341977558,118369
1020,1341979254,1348916801,6937547
1046,1348918497,1349235684,317187
1026,1349236996,1352837003,3600007
1045,1352838667,1352956044,117377
1020,1352957356,1354560797,1603441
1059,1354562173,1354568125,5952
1061,1354569597,1354727551,157954
1023,1354729279,1355625128,895849
1059,1355626697,1355631785,5088
1088,1355633353,1355645193,11840
1044,1355646857,1355719977,73120
1020,1355721930,1356794037,1072107
1045,1356795477,1356913174,117697
1020,1356914806,1363853569,6938763
1046,1363854913,1364172484,317571
1026,1364174212,1367773931,3599719
1045,1367775339,1367893420,118081
1020,1367894796,1369498493,1603697
1059,1369499773,1369505758,5985
1061,1369507389,1369665599,158210
1023,1369667071,1370567081,900010
1059,1370568553,1370573609,5056
1088,1370575337,1370586857,11520
1044,1370588329,1370664362,76033
1020,1370666250,1371738005,1071755
1045,1371739573,1371857239,117666
1020,1371858519,1378796225,6937706
1046,1378797825,1379114212,316387
1026,1379115845,1382715435,3599590
1045,1382717067,1382834892,117825
1020,1382836557,1384439997,1603440
1059,1384441534,1384447550,6016
1061,1384448894,1384607104,158210
1023,1384608639,1385507689,899050
1059,1385509449,1385514377,4928
1088,1385515913,1385527817,11904
1044,1385529321,1385604138,74817
1020,1385605994,1386678037,1072043
1045,1386679574,1386797239,117665
1020,1386798967,1393735233,6936266
1046,1393736897,1394054501,317604
1026,1394055941,1397655467,3599526
1045,1397656939,1397774893,117954
1020,1397776589,1399379902,1603313
1059,1399381246,1399387166,5920
1061,1399388606,1399546848,158242
1023,1399548319,1400448841,900522
1059,1400450409,1400455625,5216
1088,1400457065,1400468681,11616
1044,1400470026,1400543562,73536
1020,1400545834,1401617846,1072012
1045,1401619286,1401738423,119137
1020,1401740087,1408677762,6937675
1046,1408679137,1408997573,318436
1026,1408999109,1412599020,3599911
1045,1412600428,1412718829,118401
1020,1412720269,1414323774,1603505
1059,1414325182,1414331102,5920
1061,1414332510,1414490656,158146
1023,1414492000,1415377609,885609
1059,1415379017,1415384169,5152
1088,1415385674,1415397417,11743
1044,1415399050,1415473226,74176
1020,1415475178,1416546902,1071724
1045,1416548598,1416665975,117377
1020,1416667671,1423605185,6937514
1046,1423606881,1423925381,318500
1026,1423926789,1427526539,3599750
1045,1427528107,1427645741,117634
1020,1427647149,1429251038,1603889
1059,1429252766,1429258878,6112
1061,1429260574,1429418976,158402
1023,1429420512,1430322858,902346
1059,1430324586,1430329642,5056
1088,1430331306,1430343082,11776
1044,1430344554,1430418827,74273
1020,1430421035,1431492662,1071627
1045,1431494294,1431611831,117537
1020,1431613527,1438549602,6936075
1046,1438551106,1438869733,318627
1026,1438871333,1442472012,3600679
1045,1442473644,1442591277,117633
1020,1442592557,1444196062,1603505
1059,1444197406,1444203294,5888
1061,1444204766,1444363552,158786
1023,1444365216,1445271434,906218
1059,1445273194,1445278154,4960
1088,1445279530,1445291210,11680
1044,1445292906,1445366923,74017
1020,1445368875,1446440342,1071467
1045,1446442038,1446560696,118658
1020,1446562040,1453499362,6937322
1046,1453500674,1453820006,319332
1026,1453821286,1457420812,3599526
1045,1457422284,1457539469,117185
1020,1457540878,1459144383,1603505
1059,1459145758,1459151743,5985
1061,1459153087,1459310880,157793
1023,1459312545,1460204394,891849
1059,1460205962,1460211018,5056
1088,1460212746,1460224330,11584
1044,1460225706,1460299851,74145
1020,1460301707,1461373143,1071436
1045,1461374583,1461492824,118241
1020,1461494232,1468431362,6937130
1046,1468433026,1468753350,320324
1026,1468754725,1472354668,3599943
1045,1472356268,1472475085,118817
1020,1472476525,1474080095,1603570
1059,1474081791,1474087711,5920
1061,1474089183,1474247232,158049
1023,1474248960,1475150602,901642
1059,1475152170,1475157290,5120
1088,1475158794,1475170538,11744
1044,1475172202,1475246091,73889
1020,1475248043,1476319863,1071820
1045,1476321495,1476439064,117569
1020,1476440696,1483377795,6937099
1046,1483379522,1483696870,317348
1026,1483698214,1487298253,3600039
1045,1487299661,1487417294,117633
1020,1487418702,1489021983,1603281
1059,1489023583,1489029567,5984
1061,1489031007,1489189313,158306
1023,1489190945,1490088235,897290
1059,1490089802,1490094923,5121
1088,1490096490,1490108171,11681
1044,1490109546,1490184395,74849
1020,1490186699,1491258679,1071980
1045,1491260343,1491377624,117281
1020,1491379064,1498316419,6937355
1046,1498317859,1498634982,317123
1026,1498636678,1502236973,3600295
1045,1502239277,1502357102,117825
1020,1502358798,1503962207,1603409
1059,1503963679,1503969567,5888
1061,1503971039,1504129057,158018
1023,1504130497,1505032299,901802
1059,1505034090,1505039019,4929
1088,1505040651,1505052491,11840
1044,1505054123,1505127979,73856
1020,1505130188,1506202007,1071819
1045,1506203383,1506321560,118177
1020,1506323193,1513260387,6937194
1046,1513262147,1513580550,318403
1026,1513581926,1517181645,3599719
1045,1517183085,1517300590,117505
1020,1517301902,1518905535,1603633
1059,1518906912,1518912991,6079
1061,1518914303,1519071809,157506
1023,1519073313,1519979883,906570
1059,1519981675,1519986635,4960
1088,1519987979,1519999755,11776
1044,1520001259,1520077452,76193
1020,1520079692,1521151927,1072235
1045,1521153400,1521271833,118433
1020,1521273241,1528210275,6937034
1046,1528212003,1528531399,319396
1026,1528533030,1532133229,3600199
1045,1532134925,1532253262,118337
1020,1532254639,1533858720,1604081
1059,1533860224,1533866336,6112
1061,1533867968,1534025825,157857
1023,1534027489,1534921163,893674
1059,1534922923,1534927851,4928
1088,1534929259,1534940907,11648
1044,1534942251,1535015788,73537
1020,1535018060,1536089720,1071660
1045,1536091160,1536210105,118945
1020,1536211801,1543149731,6937930
1046,1543151395,1543468967,317572
1026,1543470599,1547070253,3599654
1045,1547072365,1547191407,119042
1020,1547192751,1548796256,1603505
1059,1548797760,1548803680,5920
1061,1548805120,1548962754,157634
1023,1548964194,1549864107,899913
1059,1549865899,1549870860,4961
1088,1549872203,1549883788,11585
1044,1549885164,1549958348,73184
1020,1549960364,1551031896,1071532
1045,1551033368,1551150713,117345
1020,1551152089,1558089411,6937322
1046,1558090756,1558410471,319715
1026,1558412071,1562011630,3599559
1045,1562013133,1562131439,118306
1020,1562132879,1563736544,1603665
1059,1563738240,1563744352,6112
1061,1563746016,1563904066,158050
1023,1563905346,1564803947,898601
1059,1564805644,1564810764,5120
1088,1564812300,1564823948,11648
1044,1564825356,1564898156,72800
1020,1564900108,1565971928,1071820
1045,1565973528,1566091801,118273
1020,1566093433,1573030020,6936587
1046,1573031491,1573350599,319108
1026,1573352135,1576952014,3599879
1045,1576953678,1577072975,119297
1020,1577074479,1578677696,1603217
1059,1578679424,1578685344,5920
1061,1578686784,1578844962,158178
1023,1578846658,1579747916,901258
1059,1579749676,1579754636,4960
1088,1579755980,1579767660,11680
1044,1579769004,1579842413,73409
1020,1579844333,1580916280,1071947
1045,1580917976,1581035737,117761
1020,1581037082,1587975428,6938346
1046,1587977188,1588295399,318211
1026,1588296711,1591898126,3601415
1047,1591899566,1592031087,131521
1028,1592033615,1592041360,7745
1029,1592042640,1592680758,638118
1030,1592682198,1592692918,10720
1073,1592721239,1592728503,7264
1075,1592763991,1592940377,176386
1077,1592942169,1593082171,140002
1079,1593083643,1593130363,46720
1081,1593131867,1593138555,6688
1083,1593158203,1593161628,3425
1085,1593179804,1593183612,3808
1053,1593335613,1593338589,2976
1042,1593527199,1593750530,223331
1020,1593752066,1595355219,1603153
1059,1595356595,1595362611,6016
1061,1595363923,1595521173,157250
1023,1595522549,1596408095,885546
1059,1596409662,1596414686,5024
1088,1596416158,1596428703,12545
1044,1596430111,1596525503,95392
1020,1596527520,1597599435,1071915
1045,1597601035,1597718765,117730
1020,1597720076,1604657303,6937227
1064,1604523829,1604526774,2945
1064,1604534710,1604536790,2080
1064,1604538165,1604540213,2048
1064,1604552566,1604555574,3008
1067,1604557206,1604560726,3520
1064,1604562102,1604564150,2048
1064,1604572118,1604574198,2080
1064,1604576342,1604578390,2048
1064,1604592246,1604595222,2976
1067,1604596630,1604600118,3488
1064,1604602422,1604604470,2048
1064,1604611254,1604613302,2048
1064,1604615318,1604617398,2080
1064,1604631191,1604634134,2943
1067,1604635542,1604638967,3425
1046,1604658775,1604976922,318147
1069,1604970234,1604974682,4448
1071,1604987706,1604991387,3681
1026,1604988346,1608588065,3599719
1045,1608589377,1608708258,118881
1020,1608709698,1610313107,1603409
1059,1610314484,1610320372,5888
1061,1610321844,1610479829,157985
1023,1610481493,1611382271,900778
1059,1611383935,1611389151,5216
1088,1611390559,1611403039,12480
1044,1611404639,1611500736,96097
1020,1611502784,1612574316,1071532
1045,1612575660,1612693965,118305
1020,1612695629,1619633303,6937674
1046,1619635031,1619952059,317028
1026,1619953371,1623552577,3599206
1045,1623554177,1623672515,118338
1020,1623674179,1625277268,1603089
1059,1625278932,1625284948,6016
1061,1625286324,1625444214,157890
1023,1625445654,1626342335,896681
1059,1626344063,1626349056,4993
1088,1626350431,1626362847,12416
1044,1626364447,1626459361,94914
1020,1626461313,1627532940,1071627
1045,1627534316,1627653581,119265
1020,1627654925,1634593304,6938379
1046,1634594744,1634913947,319203
1026,1634915355,1638514850,3599495
1045,1638516290,1638634147,117857
1020,1638635875,1640239060,1603185
1059,1640240788,1640246805,6017
1061,1640248148,1640406774,158626
1023,1640408438,1641297216,888778
1059,1641298912,1641303936,5024
1088,1641305696,1641318400,12704
1044,1641320064,1641416321,96257
1020,1641418369,1642490188,1071819
1045,1642491948,1642609774,117826
1020,1642611214,1649548568,6937354
1046,1649550008,1649868764,318756
1026,1649870428,1653470338,3599910
1045,1653472002,1653589475,117473
1020,1653591172,1655194389,1603217
1059,1655195829,1655201781,5952
1061,1655203189,1655362167,158978
1023,1655363639,1656255904,892265
1059,1656257632,1656262752,5120
1088,1656264384,1656276832,12448
1044,1656278464,1656373537,95073
1020,1656375713,1657447501,1071788
1045,1657448973,1657567758,118785
1020,1657569454,1664507064,6937610
1046,1664508761,1664826428,317667
1026,1664828156,1668427907,3599751
1045,1668429571,1668547972,118401
1020,1668549572,1670153045,1603473
1059,1670154741,1670160661,5920
1061,1670162101,1670319831,157730
1023,1670321335,1671213793,892458
1059,1671215361,1671220608,5247
1088,1671221984,1671234465,12481
1044,1671236001,1671331458,95457
1020,1671333826,1672405709,1071883
1045,1672407053,1672525518,118465
1020,1672527118,1679463481,6936363
1046,1679464921,1679784188,319267
1026,1679785820,1683385763,3599943
1045,1683387139,1683504740,117601
1020,1683506436,1685110517,1604081
1059,1685112085,1685117973,5888
1061,1685119413,1685277335,157922
1023,1685278711,1686175073,896362
1059,1686176449,1686181569,5120
1088,1686183201,1686195905,12704
1044,1686197601,1686292706,95105
1020,1686294594,1687366638,1072044
1045,1687367950,1687486575,118625
1020,1687488207,1694426393,6938186
1046,1694428025,1694745757,317732
1026,1694747101,1698346947,3599846
1045,1698348259,1698466020,117761
1020,1698467620,1700071158,1603538
1059,1700072854,1700078774,5920
1061,1700080502,1700238424,157922
1023,1700239864,1701146017,906153
1059,1701147457,1701152417,4960
1088,1701153761,1701166274,12513
1044,1701167714,1701263331,95617
1020,1701265027,1702336814,1071787
1045,1702338478,1702457007,118529
1020,1702458639,1709396122,6937483
1046,1709397562,1709716989,319427
1026,1709718269,1713318372,3600103
1045,1713319812,1713438021,118209
1020,1713439397,1715042934,1603537
1059,1715044310,1715050326,6016
1061,1715051638,1715209784,158146
1023,1715211128,1716103106,891978
1059,1716104578,1716109634,5056
1088,1716111298,1716123714,12416
1044,1716125346,1716221315,95969
1020,1716222787,1717295214,1072427
1045,1717296878,1717415728,118850
1020,1717417040,1724355194,6938154
1046,1724356474,1724676446,319972
1026,1724677822,1728277540,3599718
1045,1728279172,1728397222,118050
1020,1728398662,1730002359,1603697
1059,1730004087,1730010231,6144
1061,1730011831,1730169977,158146
1023,1730171640,1731061538,889898
1059,1731062946,1731068034,5088
1088,1731069666,1731082274,12608
1044,1731083682,1731179076,95394
1020,1731181284,1732252527,1071243
1045,1732254543,1732372400,117857
1020,1732373744,1739310746,6937002
1046,1739312154,1739628126,315972
1026,1739629470,1743229220,3599750
1045,1743230692,1743349350,118658
1020,1743350918,1744954583,1603665
1059,1744956087,1744962199,6112
1061,1744963895,1745122041,158146
1023,1745123513,1746027267,903754
1059,1746028707,1746033762,5055
1088,1746035491,1746048131,12640
1044,1746049443,1746144900,95457
1020,1746146756,1747218607,1071851
1045,1747220176,1747337969,117793
1020,1747339601,1754277723,6938122
1046,1754279131,1754596735,317604
1026,1754598398,1758198949,3600551
1045,1758200389,1758318406,118017
1020,1758320070,1759923735,1603665
1059,1759925336,1759931288,5952
1061,1759932664,1760091129,158465
1023,1760092537,1760993603,901066
1059,1760995075,1761000035,4960
1088,1761001443,1761014275,12832
1044,1761015747,1761111812,96065
1020,1761113860,1762185744,1071884
1045,1762187408,1762305585,118177
1020,1762307057,1769244635,6937578
1046,1769246299,1769563743,317444
1026,1769565343,1773165542,3600199
1045,1773167206,1773284679,117473
1020,1773286375,1774889784,1603409
1059,1774891320,1774897432,6112
1061,1774899064,1775057338,158274
1023,1775058778,1775961827,903049
1059,1775963588,1775968996,5408
1088,1775970660,1775983332,12672
1044,1775985028,1776081541,96513
1020,1776083493,1777155664,1072171
1045,1777157329,1777275505,118176
1020,1777277202,1784215228,6938026
1046,1784216636,1784534336,317700
1026,1784535679,1788135430,3599751
1045,1788136902,1788255079,118177
1020,1788256423,1789859833,1603410
1059,1789861496,1789867577,6081
1061,1789868889,1790026714,157825
1023,1790028378,1790920580,892202
1059,1790922020,1790926980,4960
1088,1790928356,1790940804,12448
1044,1790942244,1791038853,96609
1020,1791041061,1792112785,1071724
1045,1792114193,1792231666,117473
1020,1792233266,1799169532,6936266
1046,1799171037,1799489856,318819
1026,1799491296,1803090950,3599654
1045,1803092423,1803210312,117889
1020,1803212008,1804815257,1603249
1059,1804817017,1804822905,5888
1061,1804824345,1804981915,157570
1023,1804983611,1805871140,887529
1059,1805872612,1805877668,5056
1088,1805879364,1805891940,12576
1044,1805893380,1805987909,94529
1020,1805989830,1807061457,1071627
1045,1807062961,1807180818,117857
1020,1807182322,1814119549,6937227
1046,1814121277,1814439744,318467
1026,1814441120,1818041095,3599975
1045,1818042567,1818161736,119169
1020,1818163144,1819766937,1603793
1059,1819768377,1819774298,5921
1061,1819776025,1819933691,157666
1023,1819935227,1820829252,894025
1059,1820830692,1820835845,5153
1088,1820837317,1820850181,12864
1044,1820851653,1820946150,94497
1020,1820948390,1822020849,1072459
1045,1822022289,1822140723,118434
1020,1822142259,1829080573,6938314
1046,1829082301,1829399745,317444
1026,1829401056,1833001287,3600231
1045,1833002823,1833121160,118337
1020,1833122568,1834725978,1603410
1059,1834727450,1834733562,6112
1061,1834735226,1834893115,157889
1023,1834894715,1835793125,898410
1059,1835794597,1835799557,4960
1088,1835801253,1835813925,12672
1044,1835815621,1835912390,96769
1020,1835914310,1836986386,1072076
1045,1836987794,1837106963,119169
1020,1837108435,1844045854,6937419
1046,1844047517,1844365697,318180
1026,1844367361,1847967656,3600295
1045,1847969320,1848088105,118785
1020,1848089609,1849693178,1603569
1059,1849694586,1849700698,6112
1061,1849702394,1849860444,158050
1023,1849861820,1850759173,897353
1059,1850760933,1850766022,5089
1088,1850767653,1850780070,12417
1044,1850781766,1850875879,94113
1020,1850877895,1851949138,1071243
1045,1851950866,1852068852,117986
1020,1852070227,1859006686,6936459
1046,1859008414,1859326017,317603
1026,1859327361,1862926824,3599463
1045,1862928232,1863046697,118465
1020,1863048137,1864652186,1604049
1059,1864653594,1864659546,5952
1061,1864660954,1864819708,158754
1023,1864821052,1865728198,907146
1059,1865729798,1865734790,4992
1088,1865736166,1865748550,12384
1044,1865750214,1865844807,94593
1020,1865846759,1866918771,1072012
1045,1866920403,1867038004,117601
1020,1867039444,1873978143,6938699
1046,1873979615,1874297666,318051
1026,1874300130,1877900264,3600134
1045,1877901769,1878019786,118017
1020,1878021450,1879624987,1603537
1059,1879626363,1879632315,5952
1061,1879633691,1879791933,158242
1023,1879793565,1880688550,894985
1059,1880690086,1880695238,5152
1088,1880696775,1880709159,12384
1044,1880710631,1880805320,94689
1020,1880807208,1881879155,1071947
1045,1881880851,1881998325,117474
1020,1881999700,1888937439,6937739
1046,1888938783,1889257602,318819
1026,1889259234,1892859529,3600295
1045,1892861193,1892979082,117889
1020,1892980618,1894584251,1603633
1059,1894585756,1894591707,5951
1061,1894593147,1894751261,158114
1023,1894752765,1895653703,900938
1059,1895655271,1895660231,4960
1088,1895661543,1895674087,12544
1044,1895675527,1895770856,95329
1020,1895773096,1896844980,1071884
1045,1896846356,1896963573,117217
1020,1896964917,1903902111,6937194
1046,1903903680,1904222691,319011
1026,1904224387,1907824489,3600102
1045,1907826057,1907944042,117985
1020,1907945419,1909548636,1603217
1059,1909550108,1909556156,6048
1061,1909557500,1909715870,158370
1023,1909717374,1910612263,894889
1059,1910613895,1910618855,4960
1088,1910620231,1910632616,12385
1044,1910634279,1910729961,95682
1020,1910731881,1911803604,1071723
1045,1911804948,1911922485,117537
1020,1911924085,1918861504,6937419
1046,1918863136,1919181283,318147
1026,1919182627,1922782698,3600071
1045,1922784426,1922903531,119105
1020,1922904939,1924508316,1603377
1059,1924509660,1924515708,6048
1061,1924517404,1924675774,158370
1023,1924677438,1925571304,893866
1059,1925573031,1925577960,4929
1088,1925579336,1925592008,12672
1044,1925593320,1925688873,95553
1020,1925690985,1926762292,1071307
1045,1926763668,1926881782,118114
1020,1926883318,1933820768,6937450
1046,1933822432,1934140995,318563
1026,1934142307,1937741674,3599367
1045,1937743306,1937860939,117633
1020,1937862572,1939466525,1603953
1059,1939468092,1939473981,5889
1061,1939475677,1939633566,157889
1023,1939635006,1940533896,898890
1059,1940535464,1940540424,4960
1088,1940541768,1940554088,12320
1044,1940555400,1940650441,95041
1020,1940652425,1941724053,1071628
1045,1941725525,1941842998,117473
1020,1941844438,1948781825,6937387
1046,1948783553,1949100804,317251
1026,1949102884,1952703051,3600167
1045,1952704682,1952823532,118850
1020,1952824876,1954428829,1603953
1059,1954430237,1954436157,5920
1061,1954437565,1954595839,158274
1023,1954597215,1955493961,896746
1059,1955495464,1955500584,5120
1088,1955502121,1955514857,12736
1044,1955516521,1955612010,95489
1020,1955613962,1956685461,1071499
1045,1956686805,1956804631,117826
1020,1956806071,1963743521,6937450
1046,1963745153,1964062884,317731
1026,1964064197,1967663851,3599654
1045,1967665195,1967783244,118049
1020,1967784652,1969388669,1604017
1059,1969390109,1969396030,5921
1061,1969397470,1969555039,157569
1023,1969556511,1970451465,894954
1059,1970453225,1970458185,4960
1088,1970459561,1970472009,12448
1044,1970473417,1970569642,96225
1020,1970572074,1971644406,1072332
1045,1971645878,1971763863,117985
1020,1971765303,1978702785,6937482
1046,1978704225,1979023109,318884
1026,1979024421,1982624844,3600423
1045,1982626187,1982744109,117922
1020,1982745741,1984349406,1603665
1059,1984350814,1984356766,5952
1061,1984358206,1984516224,158018
1023,1984517568,1985409001,891433
1059,1985410441,1985415433,4992
1088,1985417193,1985429897,12704
1044,1985431562,1985526571,95009
1020,1985528491,1986599734,1071243
1045,1986601206,1986719095,117889
1020,1986720471,1993658786,6938315
1046,1993660194,1993977157,316963
1026,1993978661,1997577964,3599303
1045,1997579628,1997697325,117697
1020,1997698829,1999302494,1603665
1059,1999303838,1999309822,5984
1061,1999311198,1999469600,158402
1023,1999471040,2000374282,903242
1059,2000375722,2000380842,5120
1088,2000382538,2000394954,12416
1044,2000396490,2000491531,95041
1020,2000493739,2001565910,1072171
1045,2001567255,2001685880,118625
1020,2001687384,2008625794,6938410
1046,2008627458,2008945830,318372
1026,2008947462,2012547276,3599814
1045,2012548876,2012666574,117698
1020,2012668014,2014271487,1603473
1059,2014273023,2014279103,6080
1061,2014280703,2014438849,158146
1023,2014440289,2015336682,896393
1059,2015338058,2015343210,5152
1088,2015344682,2015357450,12768
1044,2015359114,2015452076,92962
1020,2015453483,2016526039,1072556
1045,2016527511,2016644760,117249
1020,2016646168,2023582819,6936651
1046,2023584515,2023902438,317923
1026,2023903782,2027503245,3599463
1045,2027504845,2027622830,117985
1020,2027624110,2029228063,1603953
1059,2029229471,2029235519,6048
1061,2029236799,2029394593,157794
1023,2029396065,2030287978,891913
1059,2030289546,2030294634,5088
1088,2030296171,2030308683,12512
1044,2030310347,2030405996,95649
1020,2030407436,2031479351,1071915
1045,2031480663,2031600505,119842
1020,2031601848,2038539939,6938091
1046,2038541379,2038859814,318435
1026,2038861158,2042461069,3599911
1045,2042463085,2042582062,118977
1020,2042583438,2044186912,1603474
1059,2044188352,2044194335,5983
1061,2044195680,2044353953,158273
1023,2044355617,2045262219,906602
1059,2045263691,2045268875,5184
1088,2045270315,2045283051,12736
1044,2045284395,2045380684,96289
1020,2045382732,2046454168,1071436
1045,2046455864,2046573721,117857
1020,2046575065,2053512356,6937291
1046,2053513827,2053833095,319268
1026,2053834535,2057434414,3599879
1045,2057435790,2057554127,118337
1020,2057555567,2059159296,1603729
1059,2059161024,2059167136,6112
1061,2059168544,2059327458,158914
1023,2059329154,2060224364,895210
1059,2060226091,2060231244,5153
1088,2060232747,2060245516,12769
1044,2060246828,2060341741,94913
1020,2060343597,2061415384,1071787
1045,2061416984,2061535226,118242
1020,2061536921,2068474532,6937611
1046,2068476228,2068794215,317987
1026,2068795815,2072397358,3601543
1047,2072398766,2072528751,129985
1028,2072530223,2072538288,8065
1029,2072539568,2073183959,644391
1030,2073185654,2073197943,12289
1073,2073224695,2073232887,8192
1075,2073267031,2073442329,175298
1077,2073443961,2073584411,140450
1079,2073586043,2073633403,47360
1081,2073634779,2073641659,6880
1083,2073661308,2073664763,3455
1085,2073682972,2073686460,3488
1053,2079175926,2079178903,2977
1042,2079476922,2079702204,225282
1020,2079703900,2081307534,1603634
1059,2081309069,2081315054,5985
1061,2081316654,2081476111,159457
1023,2081477775,2082380153,902378
1059,2082381817,2082387097,5280
1088,2082388505,2082402393,13888
1044,2082403833,2082519066,115233
1020,2082521499,2083593862,1072363
1045,2083595302,2083712839,117537
1020,2083714503,2090651249,6936746
1064,2090518096,2090521072,2976
1064,2090528144,2090530801,2657
1064,2090532113,2090534928,2815
1064,2090549649,2090552689,3040
1067,2090554321,2090557969,3648
1064,2090559377,2090561969,2592
1064,2090570929,2090573553,2624
1064,2090575249,2090577809,2560
1064,2090591057,2090594033,2976
1067,2090596465,2090600017,3552
1064,2090601585,2090604209,2624
1064,2090612721,2090615281,2560
1064,2090616849,2090619409,2560
1064,2090632913,2090635890,2977
1067,2090637266,2090640498,3232
1046,2090652850,2090971445,318595
1069,2090963349,2090970965,7616
1071,2090983637,2090986645,3008
1026,2090984277,2094583452,3599175
1045,2094584924,2094703197,118273
1020,2094704573,2096308206,1603633
1059,2096309966,2096315886,5920
1061,2096317614,2096475728,158114
1023,2096477232,2097387578,910346
1059,2097389370,2097394298,4928
1088,2097395674,2097409434,13760
1044,2097410938,2097527771,116833
1020,2097529916,2098602055,1072139
1045,2098603623,2098720584,116961
1020,2098722216,2105658419,6936203
1046,2105659859,2105978454,318595
1026,2105979830,2109579069,3599239
1045,2109580509,2109699294,118785
1020,2109700766,2111304463,1603697
1059,2111306095,2111312143,6048
1061,2111313391,2111471729,158338
1023,2111473073,2112369211,896138
1059,2112370971,2112375994,5023
1088,2112377499,2112391291,13792
1044,2112392923,2112508956,116033
1020,2112510812,2113582632,1071820
1045,2113584296,2113703017,118721
1020,2113704713,2120642387,6937674
1046,2120643827,2120962551,318724
1026,2120964247,2124563613,3599366
1045,2124565341,2124683518,118177
1020,2124685151,2126288464,1603313
1059,2126290000,2126296016,6016
1061,2126297360,2126455473,158113
1023,2126456818,2127355355,898537
1059,2127357083,2127362043,4960
1088,2127363419,2127377116,13697
1044,2127378811,2127496189,117378
1020,2127498173,2128570280,1072107
1045,2128571976,2128690026,118050
1020,2128691721,2135628468,6936747
1046,2135630164,2135949687,319523
1026,2135951352,2139551038,3599686
1045,2139552606,2139671007,118401
1020,2139672415,2141275729,1603314
1059,2141277329,2141283249,5920
1061,2141284753,2141442770,158017
1023,2141444178,2142343260,899082
1059,2142344956,2142350172,5216
1088,2142351644,2142365404,13760
1044,2142367004,2142482269,115265
1020,2142484125,2143556649,1072524
1045,2143558089,2143676618,118529
1020,2143678154,2150616532,6938378
1046,2150617973,2150936376,318403
1026,2150938008,2154537919,3599911
1045,2154539647,2154657472,117825
1020,2154658976,2156261873,1602897
1059,2156263377,2156269297,5920
1061,2156270705,2156428787,158082
1023,2156430451,2157326172,895721
1059,2157327645,2157332605,4960
1088,2157333981,2157347741,13760
1044,2157349373,2157466462,117089
1020,2157468638,2158540394,1071756
1045,2158542122,2158660747,118625
1020,2158662059,2165599190,6937131
1046,2165600501,2165918521,318020
1026,2165919897,2169519551,3599654
1045,2169521216,2169639232,118016
1020,2169640929,2171244370,1603441
1059,2171246034,2171251922,5888
1061,2171253394,2171411188,157794
1023,2171412564,2172304733,892169
1059,2172306493,2172311453,4960
1088,2172312829,2172326493,13664
1044,2172327806,2172444223,116417
1020,2172446175,2173517962,1071787
1045,2173519594,2173637579,117985
1020,2173639244,2180576342,6937098
1046,2180578070,2180895993,317923
